Year,category_type,satisfaction_index,City
2012,Maintenance of street signs and traffic signals,52.0,Kansas City
2012,Snow removal on major city streets during the past 12 months,56.0,Kansas City
2012,Snow removal on residential streets during the past 12 months,37.0,Kansas City
2012,Adequacy of city street lighting,57.0,Kansas City
2012,"Accessibility of city streets, sidewalks, buildings for people with disabilities",0.0,Kansas City
2012,How would you rate On-street bicycle infrastructure (bike lanes/signs/sharrows),0.0,Kansas City
2012,Enforcing the clean up of litter and debris on private property,23.0,Kansas City
2012,Enforcing the mowing and cutting of weeds on private property,22.0,Kansas City
2012,Enforcing the exterior maintenance of residential property,24.0,Kansas City
2012,"Enforcing the clean-up of litter, mowing of weeds and exterior maintenance of residential property in YOUR neighborhood",0.0,Kansas City
2012,Boarding of Vacant Structures,0.0,Kansas City
2012,Demolition of Vacant Structures,0.0,Kansas City
2012,Enforcing the removal of signs in the right of way,0.0,Kansas City
2012,Timeliness of the removal of abandoned cars from public property,28.0,Kansas City
2012,Enforcing the property maintenance of vacant structures,0.0,Kansas City
2012,Quality of animal control,41.0,Kansas City
2012,Enforcement of Animal Code,0.0,Kansas City
2012,Customer Service Provided by Animal Control Officer,0.0,Kansas City
2012,Animal Shelter Operations,0.0,Kansas City
2012,"Protecting the public from new or unusual health threats such as anthrax, the H1N1 influenza (“flu”) virus, and any new outbreak.",0.0,Kansas City
2012,Guarding against food poisoning through restaurant inspections,0.0,Kansas City
2012,"Protecting the public from exposure to environmental risks such as air pollution, lead poisoning, and swimming pool contamination.",0.0,Kansas City
2012,"Encouraging access to healthy fruits and vegetables, safe places to exercise, and non-smoking environments",0.0,Kansas City
2012,Encouraging access to healthy fruits and vegetables and safe places to exercise,0.0,Kansas City
2012,"Communicating information regarding public health concerns such as excessive heat, second hand smoke, violence prevention, and maternal and child health",0.0,Kansas City
2012,"Preventing the spread of infectious diseases through childhood vaccination programs, STD/HIV treatment and prevention services, and tuberculosis (TB) and hepatitis control.",0.0,Kansas City
2012,"Providing Services for Families and Children such as Childhood Vaccinations, Lead Screening, and Healthy Home Inspections",0.0,Kansas City
2012,Ease of utilizing 311 services via phone,0.0,Kansas City
2012,Ease of utilizing 311 services via web,0.0,Kansas City
2012,Courtesy and professionalism of 311 calltakers,0.0,Kansas City
2012,How well your question or issue was resolved via 311,0.0,Kansas City
2012,The availability of information about city programs and services,43.0,Kansas City
2012,Overall usefulness of the city's website,0.0,Kansas City
2012,The level of public involvement in local decision making,26.0,Kansas City
2012,Opportunity to Engage/Provide input into Decisions Made by The City,0.0,Kansas City
2012,"The quality of Kansas City, Missouri's government cable television channel (Channel 2)",47.0,Kansas City
2012,The quality of city video programming including city television channel (Channel 2) and web streaming,0.0,Kansas City
2012,The content in the City's magazine KCMore,0.0,Kansas City
2012,The City's Use of Social Media,0.0,Kansas City
2012,Watched Channel 2 in the last year,43.0,Kansas City
2012,Maintenance of city parks,61.0,Kansas City
2012,Quality of facilities such as picnic shelters and playgrounds in city parks,55.0,Kansas City
2012,"Quality of outdoor athletic fields (i.e. baseball, soccer, and football)",52.0,Kansas City
2012,Maintenance of boulevards and parkways,56.0,Kansas City
2012,Walking and biking trails in the city,46.0,Kansas City
2012,City swimming pools and programs,33.0,Kansas City
2012,The city's youth programs and actvities,32.0,Kansas City
2012,"Maintenance of Kansas City, Missouri, community centers",50.0,Kansas City
2012,"Programs and activities at Kansas City, Missouri, community centers",44.0,Kansas City
2012,Ease of registering for [Parks and Recreation] programs,42.0,Kansas City
2012,The reasonableness of fees charged for recreation programs,40.0,Kansas City
2012,Tree trimming and other tree case along city streets and other public areas,37.0,Kansas City
2012,Quality of communication from Parks and Rec,0.0,Kansas City
2012,Quality of customer service from Parks employees,0.0,Kansas City
2012,Overall quality of trash collection services,72.0,Kansas City
2012,Overall quality of recycling collection services,74.0,Kansas City
2012,Overall Quality of Recycling Drop Off Centers,0.0,Kansas City
2012,Overall quality of bulky item pick-up services,55.0,Kansas City
2012,Overal quality of leaf and brush pick-up services,55.0,Kansas City
2012,Overall Quality of Leaf and Brush Pick-up Services,0.0,Kansas City
2012,Overall cleanliness of city streets and other public areas,38.0,Kansas City
2012,City efforts to clean up illegal dumping sites,0.0,Kansas City
2012,Ease of moving through airport security,0.0,Kansas City
2012,Availability of parking [at airport],0.0,Kansas City
2012,Price of parking [at airport],0.0,Kansas City
2012,Helpfulness of signs and other directions,0.0,Kansas City
2012,"Food, beverage, and other concessions",0.0,Kansas City
2012,Cleanliness of facilities,0.0,Kansas City
2012,Condition of catch basins (storm drains) in your neighborhood,43.0,Kansas City
2012,Timeliness of water/sewer line break repairs,33.0,Kansas City
2012,Quality of Water Services customer service,0.0,Kansas City
2012,Overall quality of leadership provided by the city's elected officials,39.0,Kansas City
2012,Overall effectiveness of the city manager and appointed staff,36.0,Kansas City
2012,How ethically the city conducts business,32.0,Kansas City
2012,"Were you or anyone in your household the victim of any crime in Kansas City, Missouri, during the last year?",13.0,Kansas City
2012,Have You had Contact with a KCPD Police Officer,0.0,Kansas City
2012,"Have any members of your household used the Kansas City, Missouri, ambulance service in the last year?",14.0,Kansas City
2012,Have you or anyone in your household contacted 311 in the last year?,52.0,Kansas City
2012,Have you visited the city's website in the last year?,50.0,Kansas City
2012,Have you used the bulky item pick-up service in the last year?,44.0,Kansas City
2012,"Have you visited a Kansas City, Missouri, community center in the last year?",32.0,Kansas City
2012,"Have any members of your household visited any parks in Kansas City, Missouri, in the last year?",76.0,Kansas City
2012,Have you used public transportation in the last year?,26.0,Kansas City
2012,"Have any members of your household attended or watched any Kansas City, Missouri, public meeting in the last year?",32.0,Kansas City
2012,Do you have regular access to the internet at home or work?,0.0,Kansas City
2012,Do You Have Internet Access at Home,0.0,Kansas City
2012,Have you been to municipal court in the last year?,0.0,Kansas City
2012,Have you visited the Kansas City International Airport in the last year?,0.0,Kansas City
2012,Have you contacted Water Services regarding your account in the last year?,0.0,Kansas City
2012,"Did you vote in any Kansas City, Missouri, municipal election during the last two years?",86.0,Kansas City
2012,Own a cat or dog,0.0,Kansas City
2012,Weekly use of the city's curbside recycling services,75.0,Kansas City
2012,"Do you think you will be living in Kansas City, Missouri, five years from now?",84.0,Kansas City
2012,Own your current residence,82.0,Kansas City
2012,"Median number of years living in Kansas City, MO",28.0,Kansas City
2012,Preventing the spread of infectious diseases through STD/HIV treatment and prevention services and TB and hepatitis control,0.0,Kansas City
2012,Have you used the KCATA bus system in the last year?,0.0,Kansas City
2012,Have you used the Kansas City Streetcar in the last year?,0.0,Kansas City
2014,"How would you rate Kansas City, Missouri, as a place to live (Good/Excellent)",76.0,Kansas City
2014,"How would you rate Kansas City, Missouri, as a place to raise children (Good/Excellent)",57.0,Kansas City
2014,"How would you rate Kansas City, Missouri, as a place to work (Good/Excellent)",65.0,Kansas City
2014,"Overall quality of services provided by the City of Kansas City, Missouri",56.0,Kansas City
2014,Overall value that you receive for your city tax dollars and fees,37.0,Kansas City
2014,Overall image of the city,57.0,Kansas City
2014,Overall quality of life in the city,63.0,Kansas City
2014,Overall feeling of safety in the city,41.0,Kansas City
2014,How safe you feel in your neighborhood,66.0,Kansas City
2014,Overall quality of education system within the City,0.0,Kansas City
2014,Physical Appearance of Your Neighborhood,0.0,Kansas City
2014,Overall quality of police services,63.0,Kansas City
2014,Overall quality of fire and ambulance services,76.0,Kansas City
2014,"Overall maintenance of city streets, sidewalks, and infrastructure",28.0,Kansas City
2014,Overall quality of solid waste services (e.g. residential trash and recycling collection),68.0,Kansas City
2014,Overall quality of city water utilities,58.0,Kansas City
2014,"Overall quality of neighborhood services (e.g. code enforcement, property preservation, animal control)",45.0,Kansas City
2014,Overall quality of city parks and recreation programs and facilities,61.0,Kansas City
2014,Overall quality of Health Department services,56.0,Kansas City
2014,Overall quality of airport facilities,74.0,Kansas City
2014,Overall quality of the city's 311 service,61.0,Kansas City
2014,The city's municipal court,44.0,Kansas City
2014,Overall quality of customer service you receive from city employees,48.0,Kansas City
2014,Overall effectiveness of city communication with the public,43.0,Kansas City
2014,Overall quality of the city's stormwater runoff/stormwater management system,41.0,Kansas City
2014,Overall quality of public transportation,40.0,Kansas City
2014,Effectiveness of local police protection,62.0,Kansas City
2014,The visibility of police in neighborhoods,51.0,Kansas City
2014,The city's overall efforts to prevent crime,44.0,Kansas City
2014,Enforcement of local traffic laws,52.0,Kansas City
2014,Parking enforcement services,48.0,Kansas City
2014,How quickly police respond to emergencies,54.0,Kansas City
2014,Overall quality of local fire protection and rescue services,82.0,Kansas City
2014,How quickly fire and rescue personnel respond to emergencies,80.0,Kansas City
2014,Quality of local emergency medical service,73.0,Kansas City
2014,How quickly emergency medical personnel respond to emergencies,73.0,Kansas City
2014,Maintenance of city streets,28.0,Kansas City
2014,Maintenance of streets in your neighborhood,40.0,Kansas City
2014,Condition of sidewalks in the city,26.0,Kansas City
2014,Condition of sidewalks in your neighborhood,35.0,Kansas City
2014,Maintenance of street signs and traffic signals,57.0,Kansas City
2014,Snow removal on major city streets during the past 12 months,62.0,Kansas City
2014,Snow removal on residential streets during the past 12 months,40.0,Kansas City
2014,Adequacy of city street lighting,60.0,Kansas City
2014,"Accessibility of city streets, sidewalks, buildings for people with disabilities",46.0,Kansas City
2014,How would you rate On-street bicycle infrastructure (bike lanes/signs/sharrows),0.0,Kansas City
2014,Enforcing the clean up of litter and debris on private property,29.0,Kansas City
2014,Enforcing the mowing and cutting of weeds on private property,28.0,Kansas City
2014,Enforcing the exterior maintenance of residential property,28.0,Kansas City
2014,"Enforcing the clean-up of litter, mowing of weeds and exterior maintenance of residential property in YOUR neighborhood",42.0,Kansas City
2014,Boarding of Vacant Structures,0.0,Kansas City
2014,Demolition of Vacant Structures,0.0,Kansas City
2014,Enforcing the removal of signs in the right of way,38.0,Kansas City
2014,Timeliness of the removal of abandoned cars from public property,34.0,Kansas City
2014,Enforcing the property maintenance of vacant structures,20.0,Kansas City
2014,Quality of animal control,45.0,Kansas City
2014,Enforcement of Animal Code,0.0,Kansas City
2014,Customer Service Provided by Animal Control Officer,0.0,Kansas City
2014,Animal Shelter Operations,0.0,Kansas City
2014,"Protecting the public from new or unusual health threats such as anthrax, the H1N1 influenza (“flu”) virus, and any new outbreak.",62.0,Kansas City
2014,Guarding against food poisoning through restaurant inspections,60.0,Kansas City
2014,"Protecting the public from exposure to environmental risks such as air pollution, lead poisoning, and swimming pool contamination.",51.0,Kansas City
2014,"Encouraging access to healthy fruits and vegetables, safe places to exercise, and non-smoking environments",55.0,Kansas City
2014,Encouraging access to healthy fruits and vegetables and safe places to exercise,0.0,Kansas City
2014,"Communicating information regarding public health concerns such as excessive heat, second hand smoke, violence prevention, and maternal and child health",62.0,Kansas City
2014,"Preventing the spread of infectious diseases through childhood vaccination programs, STD/HIV treatment and prevention services, and tuberculosis (TB) and hepatitis control.",65.0,Kansas City
2014,"Providing Services for Families and Children such as Childhood Vaccinations, Lead Screening, and Healthy Home Inspections",0.0,Kansas City
2014,Ease of utilizing 311 services via phone,68.0,Kansas City
2014,Ease of utilizing 311 services via web,56.0,Kansas City
2014,Courtesy and professionalism of 311 calltakers,67.0,Kansas City
2014,How well your question or issue was resolved via 311,62.0,Kansas City
2014,The availability of information about city programs and services,53.0,Kansas City
2014,Overall usefulness of the city's website,54.0,Kansas City
2014,The level of public involvement in local decision making,33.0,Kansas City
2014,Opportunity to Engage/Provide input into Decisions Made by The City,0.0,Kansas City
2014,"The quality of Kansas City, Missouri's government cable television channel (Channel 2)",46.0,Kansas City
2014,The quality of city video programming including city television channel (Channel 2) and web streaming,0.0,Kansas City
2014,The content in the City's magazine KCMore,45.0,Kansas City
2014,The City's Use of Social Media,0.0,Kansas City
2014,Watched Channel 2 in the last year,38.0,Kansas City
2014,Maintenance of city parks,71.0,Kansas City
2014,Quality of facilities such as picnic shelters and playgrounds in city parks,66.0,Kansas City
2014,"Quality of outdoor athletic fields (i.e. baseball, soccer, and football)",63.0,Kansas City
2014,Maintenance of boulevards and parkways,66.0,Kansas City
2014,Walking and biking trails in the city,55.0,Kansas City
2014,City swimming pools and programs,41.0,Kansas City
2014,The city's youth programs and actvities,40.0,Kansas City
2014,"Maintenance of Kansas City, Missouri, community centers",55.0,Kansas City
2014,"Programs and activities at Kansas City, Missouri, community centers",48.0,Kansas City
2014,Ease of registering for [Parks and Recreation] programs,45.0,Kansas City
2014,The reasonableness of fees charged for recreation programs,45.0,Kansas City
2014,Tree trimming and other tree case along city streets and other public areas,49.0,Kansas City
2014,Quality of communication from Parks and Rec,41.0,Kansas City
2014,Quality of customer service from Parks employees,49.0,Kansas City
2014,Overall quality of trash collection services,81.0,Kansas City
2014,Overall quality of recycling collection services,78.0,Kansas City
2014,Overall Quality of Recycling Drop Off Centers,0.0,Kansas City
2014,Overall quality of bulky item pick-up services,61.0,Kansas City
2014,Overal quality of leaf and brush pick-up services,54.0,Kansas City
2014,Overall Quality of Leaf and Brush Pick-up Services,0.0,Kansas City
2014,Overall cleanliness of city streets and other public areas,47.0,Kansas City
2014,City efforts to clean up illegal dumping sites,30.0,Kansas City
2014,Ease of moving through airport security,76.0,Kansas City
2014,Availability of parking [at airport],73.0,Kansas City
2014,Price of parking [at airport],55.0,Kansas City
2014,Helpfulness of signs and other directions,73.0,Kansas City
2014,"Food, beverage, and other concessions",42.0,Kansas City
2014,Cleanliness of facilities,76.0,Kansas City
2014,Condition of catch basins (storm drains) in your neighborhood,51.0,Kansas City
2014,Timeliness of water/sewer line break repairs,41.0,Kansas City
2014,Quality of Water Services customer service,50.0,Kansas City
2014,Overall quality of leadership provided by the city's elected officials,49.0,Kansas City
2014,Overall effectiveness of the city manager and appointed staff,46.0,Kansas City
2014,How ethically the city conducts business,41.0,Kansas City
2014,"Were you or anyone in your household the victim of any crime in Kansas City, Missouri, during the last year?",13.0,Kansas City
2014,Have You had Contact with a KCPD Police Officer,0.0,Kansas City
2014,"Have any members of your household used the Kansas City, Missouri, ambulance service in the last year?",13.0,Kansas City
2014,Have you or anyone in your household contacted 311 in the last year?,54.0,Kansas City
2014,Have you visited the city's website in the last year?,59.0,Kansas City
2014,Have you used the bulky item pick-up service in the last year?,44.0,Kansas City
2014,"Have you visited a Kansas City, Missouri, community center in the last year?",31.0,Kansas City
2014,"Have any members of your household visited any parks in Kansas City, Missouri, in the last year?",79.0,Kansas City
2014,Have you used public transportation in the last year?,31.0,Kansas City
2014,"Have any members of your household attended or watched any Kansas City, Missouri, public meeting in the last year?",32.0,Kansas City
2014,Do you have regular access to the internet at home or work?,83.0,Kansas City
2014,Do You Have Internet Access at Home,0.0,Kansas City
2014,Have you been to municipal court in the last year?,21.0,Kansas City
2014,Have you visited the Kansas City International Airport in the last year?,74.0,Kansas City
2014,Have you contacted Water Services regarding your account in the last year?,39.0,Kansas City
2014,"Did you vote in any Kansas City, Missouri, municipal election during the last two years?",83.0,Kansas City
2014,Own a cat or dog,0.0,Kansas City
2014,Weekly use of the city's curbside recycling services,79.0,Kansas City
2014,"Do you think you will be living in Kansas City, Missouri, five years from now?",86.0,Kansas City
2014,Own your current residence,82.0,Kansas City
2014,"Median number of years living in Kansas City, MO",26.0,Kansas City
2014,Preventing the spread of infectious diseases through STD/HIV treatment and prevention services and TB and hepatitis control,0.0,Kansas City
2014,Have you used the KCATA bus system in the last year?,0.0,Kansas City
2014,Have you used the Kansas City Streetcar in the last year?,0.0,Kansas City
2013,"How would you rate Kansas City, Missouri, as a place to live (Good/Excellent)",75.0,Kansas City
2013,"How would you rate Kansas City, Missouri, as a place to raise children (Good/Excellent)",55.0,Kansas City
2013,"How would you rate Kansas City, Missouri, as a place to work (Good/Excellent)",65.0,Kansas City
2013,"Overall quality of services provided by the City of Kansas City, Missouri",52.0,Kansas City
2013,Overall value that you receive for your city tax dollars and fees,35.0,Kansas City
2013,Overall image of the city,53.0,Kansas City
2013,Overall quality of life in the city,61.0,Kansas City
2013,Overall feeling of safety in the city,39.0,Kansas City
2013,How safe you feel in your neighborhood,63.0,Kansas City
2013,Overall quality of education system within the City,0.0,Kansas City
2013,Physical Appearance of Your Neighborhood,0.0,Kansas City
2013,Overall quality of police services,64.0,Kansas City
2013,Overall quality of fire and ambulance services,75.0,Kansas City
2013,"Overall maintenance of city streets, sidewalks, and infrastructure",25.0,Kansas City
2013,Overall quality of solid waste services (e.g. residential trash and recycling collection),69.0,Kansas City
2013,Overall quality of city water utilities,57.0,Kansas City
2013,"Overall quality of neighborhood services (e.g. code enforcement, property preservation, animal control)",43.0,Kansas City
2013,Overall quality of city parks and recreation programs and facilities,58.0,Kansas City
2013,Overall quality of Health Department services,55.0,Kansas City
2013,Overall quality of airport facilities,74.0,Kansas City
2013,Overall quality of the city's 311 service,58.0,Kansas City
2013,The city's municipal court,41.0,Kansas City
2013,Overall quality of customer service you receive from city employees,44.0,Kansas City
2013,Overall effectiveness of city communication with the public,40.0,Kansas City
2013,Overall quality of the city's stormwater runoff/stormwater management system,37.0,Kansas City
2013,Overall quality of public transportation,37.0,Kansas City
2013,Effectiveness of local police protection,62.0,Kansas City
2013,The visibility of police in neighborhoods,48.0,Kansas City
2013,The city's overall efforts to prevent crime,41.0,Kansas City
2013,Enforcement of local traffic laws,52.0,Kansas City
2013,Parking enforcement services,47.0,Kansas City
2013,How quickly police respond to emergencies,52.0,Kansas City
2013,Overall quality of local fire protection and rescue services,80.0,Kansas City
2013,How quickly fire and rescue personnel respond to emergencies,78.0,Kansas City
2013,Quality of local emergency medical service,69.0,Kansas City
2013,How quickly emergency medical personnel respond to emergencies,69.0,Kansas City
2013,Maintenance of city streets,27.0,Kansas City
2013,Maintenance of streets in your neighborhood,40.0,Kansas City
2013,Condition of sidewalks in the city,24.0,Kansas City
2013,Condition of sidewalks in your neighborhood,36.0,Kansas City
2013,Maintenance of street signs and traffic signals,55.0,Kansas City
2013,Snow removal on major city streets during the past 12 months,59.0,Kansas City
2013,Snow removal on residential streets during the past 12 months,40.0,Kansas City
2013,Adequacy of city street lighting,62.0,Kansas City
2013,"Accessibility of city streets, sidewalks, buildings for people with disabilities",44.0,Kansas City
2013,How would you rate On-street bicycle infrastructure (bike lanes/signs/sharrows),0.0,Kansas City
2013,Enforcing the clean up of litter and debris on private property,27.0,Kansas City
2013,Enforcing the mowing and cutting of weeds on private property,25.0,Kansas City
2013,Enforcing the exterior maintenance of residential property,25.0,Kansas City
2013,"Enforcing the clean-up of litter, mowing of weeds and exterior maintenance of residential property in YOUR neighborhood",40.0,Kansas City
2013,Boarding of Vacant Structures,0.0,Kansas City
2013,Demolition of Vacant Structures,0.0,Kansas City
2013,Enforcing the removal of signs in the right of way,34.0,Kansas City
2013,Timeliness of the removal of abandoned cars from public property,31.0,Kansas City
2013,Enforcing the property maintenance of vacant structures,18.0,Kansas City
2013,Quality of animal control,42.0,Kansas City
2013,Enforcement of Animal Code,0.0,Kansas City
2013,Customer Service Provided by Animal Control Officer,0.0,Kansas City
2013,Animal Shelter Operations,0.0,Kansas City
2013,"Protecting the public from new or unusual health threats such as anthrax, the H1N1 influenza (“flu”) virus, and any new outbreak.",56.0,Kansas City
2013,Guarding against food poisoning through restaurant inspections,56.0,Kansas City
2013,"Protecting the public from exposure to environmental risks such as air pollution, lead poisoning, and swimming pool contamination.",50.0,Kansas City
2013,"Encouraging access to healthy fruits and vegetables, safe places to exercise, and non-smoking environments",51.0,Kansas City
2013,Encouraging access to healthy fruits and vegetables and safe places to exercise,0.0,Kansas City
2013,"Communicating information regarding public health concerns such as excessive heat, second hand smoke, violence prevention, and maternal and child health",57.0,Kansas City
2013,"Preventing the spread of infectious diseases through childhood vaccination programs, STD/HIV treatment and prevention services, and tuberculosis (TB) and hepatitis control.",59.0,Kansas City
2013,"Providing Services for Families and Children such as Childhood Vaccinations, Lead Screening, and Healthy Home Inspections",0.0,Kansas City
2013,Ease of utilizing 311 services via phone,63.0,Kansas City
2013,Ease of utilizing 311 services via web,48.0,Kansas City
2013,Courtesy and professionalism of 311 calltakers,64.0,Kansas City
2013,How well your question or issue was resolved via 311,56.0,Kansas City
2013,The availability of information about city programs and services,47.0,Kansas City
2013,Overall usefulness of the city's website,45.0,Kansas City
2013,The level of public involvement in local decision making,27.0,Kansas City
2013,Opportunity to Engage/Provide input into Decisions Made by The City,0.0,Kansas City
2013,"The quality of Kansas City, Missouri's government cable television channel (Channel 2)",43.0,Kansas City
2013,The quality of city video programming including city television channel (Channel 2) and web streaming,0.0,Kansas City
2013,The content in the City's magazine KCMore,40.0,Kansas City
2013,The City's Use of Social Media,0.0,Kansas City
2013,Watched Channel 2 in the last year,41.0,Kansas City
2013,Maintenance of city parks,69.0,Kansas City
2013,Quality of facilities such as picnic shelters and playgrounds in city parks,64.0,Kansas City
2013,"Quality of outdoor athletic fields (i.e. baseball, soccer, and football)",59.0,Kansas City
2013,Maintenance of boulevards and parkways,64.0,Kansas City
2013,Walking and biking trails in the city,53.0,Kansas City
2013,City swimming pools and programs,39.0,Kansas City
2013,The city's youth programs and actvities,36.0,Kansas City
2013,"Maintenance of Kansas City, Missouri, community centers",53.0,Kansas City
2013,"Programs and activities at Kansas City, Missouri, community centers",47.0,Kansas City
2013,Ease of registering for [Parks and Recreation] programs,46.0,Kansas City
2013,The reasonableness of fees charged for recreation programs,44.0,Kansas City
2013,Tree trimming and other tree case along city streets and other public areas,48.0,Kansas City
2013,Quality of communication from Parks and Rec,41.0,Kansas City
2013,Quality of customer service from Parks employees,45.0,Kansas City
2013,Overall quality of trash collection services,83.0,Kansas City
2013,Overall quality of recycling collection services,81.0,Kansas City
2013,Overall Quality of Recycling Drop Off Centers,0.0,Kansas City
2013,Overall quality of bulky item pick-up services,60.0,Kansas City
2013,Overal quality of leaf and brush pick-up services,50.0,Kansas City
2013,Overall Quality of Leaf and Brush Pick-up Services,0.0,Kansas City
2013,Overall cleanliness of city streets and other public areas,46.0,Kansas City
2013,City efforts to clean up illegal dumping sites,26.0,Kansas City
2013,Ease of moving through airport security,74.0,Kansas City
2013,Availability of parking [at airport],75.0,Kansas City
2013,Price of parking [at airport],52.0,Kansas City
2013,Helpfulness of signs and other directions,73.0,Kansas City
2013,"Food, beverage, and other concessions",41.0,Kansas City
2013,Cleanliness of facilities,78.0,Kansas City
2013,Condition of catch basins (storm drains) in your neighborhood,50.0,Kansas City
2013,Timeliness of water/sewer line break repairs,38.0,Kansas City
2013,Quality of Water Services customer service,47.0,Kansas City
2013,Overall quality of leadership provided by the city's elected officials,50.0,Kansas City
2013,Overall effectiveness of the city manager and appointed staff,47.0,Kansas City
2013,How ethically the city conducts business,41.0,Kansas City
2013,"Were you or anyone in your household the victim of any crime in Kansas City, Missouri, during the last year?",13.0,Kansas City
2013,Have You had Contact with a KCPD Police Officer,0.0,Kansas City
2013,"Have any members of your household used the Kansas City, Missouri, ambulance service in the last year?",14.0,Kansas City
2013,Have you or anyone in your household contacted 311 in the last year?,54.0,Kansas City
2013,Have you visited the city's website in the last year?,57.0,Kansas City
2013,Have you used the bulky item pick-up service in the last year?,44.0,Kansas City
2013,"Have you visited a Kansas City, Missouri, community center in the last year?",29.0,Kansas City
2013,"Have any members of your household visited any parks in Kansas City, Missouri, in the last year?",79.0,Kansas City
2013,Have you used public transportation in the last year?,26.0,Kansas City
2013,"Have any members of your household attended or watched any Kansas City, Missouri, public meeting in the last year?",33.0,Kansas City
2013,Do you have regular access to the internet at home or work?,83.0,Kansas City
2013,Do You Have Internet Access at Home,0.0,Kansas City
2013,Have you been to municipal court in the last year?,22.0,Kansas City
2013,Have you visited the Kansas City International Airport in the last year?,75.0,Kansas City
2013,Have you contacted Water Services regarding your account in the last year?,37.0,Kansas City
2013,"Did you vote in any Kansas City, Missouri, municipal election during the last two years?",86.0,Kansas City
2013,Own a cat or dog,0.0,Kansas City
2013,Weekly use of the city's curbside recycling services,80.0,Kansas City
2013,"Do you think you will be living in Kansas City, Missouri, five years from now?",85.0,Kansas City
2013,Own your current residence,83.0,Kansas City
2013,"Median number of years living in Kansas City, MO",26.0,Kansas City
2013,Preventing the spread of infectious diseases through STD/HIV treatment and prevention services and TB and hepatitis control,0.0,Kansas City
2013,Have you used the KCATA bus system in the last year?,0.0,Kansas City
2013,Have you used the Kansas City Streetcar in the last year?,0.0,Kansas City
2015 ,"How would you rate Kansas City, Missouri, as a place to live (Good/Excellent)",80.0,Kansas City
2015 ,"How would you rate Kansas City, Missouri, as a place to raise children (Good/Excellent)",59.0,Kansas City
2015 ,"How would you rate Kansas City, Missouri, as a place to work (Good/Excellent)",71.0,Kansas City
2015 ,"Overall quality of services provided by the City of Kansas City, Missouri",60.0,Kansas City
2015 ,Overall value that you receive for your city tax dollars and fees,42.0,Kansas City
2015 ,Overall image of the city,63.0,Kansas City
2015 ,Overall quality of life in the city,67.0,Kansas City
2015 ,Overall feeling of safety in the city,45.0,Kansas City
2015 ,How safe you feel in your neighborhood,65.0,Kansas City
2015 ,Overall quality of education system within the City,23.0,Kansas City
2015 ,Physical Appearance of Your Neighborhood,0.0,Kansas City
2015 ,Overall quality of police services,66.0,Kansas City
2015 ,Overall quality of fire and ambulance services,77.0,Kansas City
2015 ,"Overall maintenance of city streets, sidewalks, and infrastructure",30.0,Kansas City
2015 ,Overall quality of solid waste services (e.g. residential trash and recycling collection),68.0,Kansas City
2015 ,Overall quality of city water utilities,60.0,Kansas City
2015 ,"Overall quality of neighborhood services (e.g. code enforcement, property preservation, animal control)",46.0,Kansas City
2015 ,Overall quality of city parks and recreation programs and facilities,64.0,Kansas City
2015 ,Overall quality of Health Department services,59.0,Kansas City
2015 ,Overall quality of airport facilities,71.0,Kansas City
2015 ,Overall quality of the city's 311 service,63.0,Kansas City
2015 ,The city's municipal court,45.0,Kansas City
2015 ,Overall quality of customer service you receive from city employees,50.0,Kansas City
2015 ,Overall effectiveness of city communication with the public,46.0,Kansas City
2015 ,Overall quality of the city's stormwater runoff/stormwater management system,42.0,Kansas City
2015 ,Overall quality of public transportation,39.0,Kansas City
2015 ,Effectiveness of local police protection,66.0,Kansas City
2015 ,The visibility of police in neighborhoods,49.0,Kansas City
2015 ,The city's overall efforts to prevent crime,50.0,Kansas City
2015 ,Enforcement of local traffic laws,53.0,Kansas City
2015 ,Parking enforcement services,48.0,Kansas City
2015 ,How quickly police respond to emergencies,56.0,Kansas City
2015 ,Overall quality of local fire protection and rescue services,82.0,Kansas City
2015 ,How quickly fire and rescue personnel respond to emergencies,79.0,Kansas City
2015 ,Quality of local emergency medical service,76.0,Kansas City
2015 ,How quickly emergency medical personnel respond to emergencies,75.0,Kansas City
2015 ,Maintenance of city streets,27.0,Kansas City
2015 ,Maintenance of streets in your neighborhood,42.0,Kansas City
2015 ,Condition of sidewalks in the city,25.0,Kansas City
2015 ,Condition of sidewalks in your neighborhood,36.0,Kansas City
2015 ,Maintenance of street signs and traffic signals,60.0,Kansas City
2015 ,Snow removal on major city streets during the past 12 months,62.0,Kansas City
2015 ,Snow removal on residential streets during the past 12 months,45.0,Kansas City
2015 ,Adequacy of city street lighting,60.0,Kansas City
2015 ,"Accessibility of city streets, sidewalks, buildings for people with disabilities",46.0,Kansas City
2015 ,How would you rate On-street bicycle infrastructure (bike lanes/signs/sharrows),30.0,Kansas City
2015 ,Enforcing the clean up of litter and debris on private property,28.0,Kansas City
2015 ,Enforcing the mowing and cutting of weeds on private property,27.0,Kansas City
2015 ,Enforcing the exterior maintenance of residential property,28.0,Kansas City
2015 ,"Enforcing the clean-up of litter, mowing of weeds and exterior maintenance of residential property in YOUR neighborhood",41.0,Kansas City
2015 ,Boarding of Vacant Structures,0.0,Kansas City
2015 ,Demolition of Vacant Structures,0.0,Kansas City
2015 ,Enforcing the removal of signs in the right of way,36.0,Kansas City
2015 ,Timeliness of the removal of abandoned cars from public property,33.0,Kansas City
